"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ESP","GDP","TOT","MLN_USD","A","1988",452817.1744,"E"
"ESP","GDP","TOT","MLN_USD","A","1989",493283.6624,"E"
"ESP","GDP","TOT","MLN_USD","A","1990",531100.1602,"E"
"ESP","GDP","TOT","MLN_USD","A","1991",563039.7574,"E"
"ESP","GDP","TOT","MLN_USD","A","1992",581221.9997,"E"
"ESP","GDP","TOT","MLN_USD","A","1993",588855.4758,"E"
"ESP","GDP","TOT","MLN_USD","A","1994",615763.0171,"E"
"ESP","GDP","TOT","MLN_USD","A","1995",646010.1906,
"ESP","GDP","TOT","MLN_USD","A","1996",676455.3348,
"ESP","GDP","TOT","MLN_USD","A","1997",717463.28,
"ESP","GDP","TOT","MLN_USD","A","1998",768120.4577,
"ESP","GDP","TOT","MLN_USD","A","1999",805891.2698,
"ESP","GDP","TOT","MLN_USD","A","2000",875748.4798,
"ESP","GDP","TOT","MLN_USD","A","2001",937875.1655,
"ESP","GDP","TOT","MLN_USD","A","2002",1009753.3398,
"ESP","GDP","TOT","MLN_USD","A","2003",1055466.4842,
"ESP","GDP","TOT","MLN_USD","A","2004",1121111.7464,
"ESP","GDP","TOT","MLN_USD","A","2005",1205129.0383,
"ESP","GDP","TOT","MLN_USD","A","2006",1362480.3098,
"ESP","GDP","TOT","MLN_USD","A","2007",1467074.6853,
"ESP","GDP","TOT","MLN_USD","A","2008",1528583.7562,
"ESP","GDP","TOT","MLN_USD","A","2009",1488202.608,
"ESP","GDP","TOT","MLN_USD","A","2010",1475563.9506,
"ESP","GDP","TOT","MLN_USD","A","2011",1489594.9525,
"ESP","GDP","TOT","MLN_USD","A","2012",1483646.9024,
"ESP","GDP","TOT","MLN_USD","A","2013",1512074.4311,
"ESP","GDP","TOT","MLN_USD","A","2014",1558306.9988,
"ESP","GDP","TOT","MLN_USD","A","2015",1621504.7716,
"ESP","GDP","TOT","MLN_USD","A","2016",1699205.0666,
"ESP","GDP","TOT","MLN_USD","A","2017",1811953.3267,"P"
"ESP","GDP","TOT","MLN_USD","A","2018",1855655.4262,"P"
"ESP","GDP","TOT","USD_CAP","A","1970",2764.527987,"E"
"ESP","GDP","TOT","USD_CAP","A","1971",3011.801246,"E"
"ESP","GDP","TOT","USD_CAP","A","1972",3367.720789,"E"
"ESP","GDP","TOT","USD_CAP","A","1973",3794.61661,"E"
"ESP","GDP","TOT","USD_CAP","A","1974",4326.593658,"E"
"ESP","GDP","TOT","USD_CAP","A","1975",4703.73194,"E"
"ESP","GDP","TOT","USD_CAP","A","1976",5066.350418,"E"
"ESP","GDP","TOT","USD_CAP","A","1977",5468.45653,"E"
"ESP","GDP","TOT","USD_CAP","A","1978",5872.363417,"E"
"ESP","GDP","TOT","USD_CAP","A","1979",6305.632784,"E"
"ESP","GDP","TOT","USD_CAP","A","1980",6951.767773,"E"
"ESP","GDP","TOT","USD_CAP","A","1981",7552.96241,"E"
"ESP","GDP","TOT","USD_CAP","A","1982",8076.122766,"E"
"ESP","GDP","TOT","USD_CAP","A","1983",8500.899388,"E"
"ESP","GDP","TOT","USD_CAP","A","1984",8928.241282,"E"
"ESP","GDP","TOT","USD_CAP","A","1985",9389.822785,"E"
"ESP","GDP","TOT","USD_CAP","A","1986",9860.529086,"E"
"ESP","GDP","TOT","USD_CAP","A","1987",10638.60359,"E"
"ESP","GDP","TOT","USD_CAP","A","1988",11549.544117,"E"
"ESP","GDP","TOT","USD_CAP","A","1989",12557.356124,"E"
"ESP","GDP","TOT","USD_CAP","A","1990",13499.506145,"E"
"ESP","GDP","TOT","USD_CAP","A","1991",14286.011549,"E"
"ESP","GDP","TOT","USD_CAP","A","1992",14712.948837,"E"
"ESP","GDP","TOT","USD_CAP","A","1993",14873.659,"E"
"ESP","GDP","TOT","USD_CAP","A","1994",15525.468186,"E"
"ESP","GDP","TOT","USD_CAP","A","1995",16264.555966,
"ESP","GDP","TOT","USD_CAP","A","1996",16960.463984,
"ESP","GDP","TOT","USD_CAP","A","1997",17914.200894,
"ESP","GDP","TOT","USD_CAP","A","1998",19100.790697,
"ESP","GDP","TOT","USD_CAP","A","1999",19962.792109,
"ESP","GDP","TOT","USD_CAP","A","2000",21594.420346,
"ESP","GDP","TOT","USD_CAP","A","2001",23006.280116,
"ESP","GDP","TOT","USD_CAP","A","2002",24376.32871,
"ESP","GDP","TOT","USD_CAP","A","2003",25013.288134,
"ESP","GDP","TOT","USD_CAP","A","2004",26158.034977,
"ESP","GDP","TOT","USD_CAP","A","2005",27600.937175,
"ESP","GDP","TOT","USD_CAP","A","2006",30713.803154,
"ESP","GDP","TOT","USD_CAP","A","2007",32431.570501,
"ESP","GDP","TOT","USD_CAP","A","2008",33242.245427,
"ESP","GDP","TOT","USD_CAP","A","2009",32095.778361,
"ESP","GDP","TOT","USD_CAP","A","2010",31689.975609,
"ESP","GDP","TOT","USD_CAP","A","2011",31872.363088,
"ESP","GDP","TOT","USD_CAP","A","2012",31724.631513,
"ESP","GDP","TOT","USD_CAP","A","2013",32452.659676,
"ESP","GDP","TOT","USD_CAP","A","2014",33544.352014,
"ESP","GDP","TOT","USD_CAP","A","2015",34938.581464,
"ESP","GDP","TOT","USD_CAP","A","2016",36581.478491,
"ESP","GDP","TOT","USD_CAP","A","2017",38939.213628,"P"
"ESP","GDP","TOT","USD_CAP","A","2018",39711.034588,"P"
"SWE","GDP","TOT","MLN_USD","A","1960",18300.3169,"E"
"SWE","GDP","TOT","MLN_USD","A","1961",19527.6712,"E"
"SWE","GDP","TOT","MLN_USD","A","1962",20825.8925,"E"
"SWE","GDP","TOT","MLN_USD","A","1963",22256.5022,"E"
"SWE","GDP","TOT","MLN_USD","A","1964",24201.4139,"E"
"SWE","GDP","TOT","MLN_USD","A","1965",25827.9329,"E"
"SWE","GDP","TOT","MLN_USD","A","1966",27287.6146,"E"
"SWE","GDP","TOT","MLN_USD","A","1967",29016.3918,"E"
"SWE","GDP","TOT","MLN_USD","A","1968",31534.2354,"E"
"SWE","GDP","TOT","MLN_USD","A","1969",34826.8337,"E"
"SWE","GDP","TOT","MLN_USD","A","1970",39056.8961,"E"
"SWE","GDP","TOT","MLN_USD","A","1971",41424.4035,"E"
"SWE","GDP","TOT","MLN_USD","A","1972",44204.1628,"E"
"SWE","GDP","TOT","MLN_USD","A","1973",48476.6302,"E"
"SWE","GDP","TOT","MLN_USD","A","1974",54528.7825,"E"
"SWE","GDP","TOT","MLN_USD","A","1975",61100.5616,"E"
"SWE","GDP","TOT","MLN_USD","A","1976",65145.2495,"E"
"SWE","GDP","TOT","MLN_USD","A","1977",68088.4602,"E"
"SWE","GDP","TOT","MLN_USD","A","1978",74154.1765,"E"
"SWE","GDP","TOT","MLN_USD","A","1979",83390.2172,"E"
"SWE","GDP","TOT","MLN_USD","A","1980",92468.5502,"E"
"SWE","GDP","TOT","MLN_USD","A","1981",101678.4612,"E"
"SWE","GDP","TOT","MLN_USD","A","1982",109308.4437,"E"
"SWE","GDP","TOT","MLN_USD","A","1983",115748.7395,"E"
"SWE","GDP","TOT","MLN_USD","A","1984",124996.8822,"E"
"SWE","GDP","TOT","MLN_USD","A","1985",131735.6389,"E"
"SWE","GDP","TOT","MLN_USD","A","1986",138005.4905,"E"
"SWE","GDP","TOT","MLN_USD","A","1987",146160.5923,"E"
"SWE","GDP","TOT","MLN_USD","A","1988",155188.5571,"E"
"SWE","GDP","TOT","MLN_USD","A","1989",165553.949,"E"
"SWE","GDP","TOT","MLN_USD","A","1990",173047.3499,"E"
"SWE","GDP","TOT","MLN_USD","A","1991",176849.2465,"E"
"SWE","GDP","TOT","MLN_USD","A","1992",178783.8223,"E"
"SWE","GDP","TOT","MLN_USD","A","1993",179239.2269,
"SWE","GDP","TOT","MLN_USD","A","1994",190412.1545,
"SWE","GDP","TOT","MLN_USD","A","1995",202183.7643,
"SWE","GDP","TOT","MLN_USD","A","1996",209890.6293,
"SWE","GDP","TOT","MLN_USD","A","1997",217968.8073,
"SWE","GDP","TOT","MLN_USD","A","1998",227527.2206,
"SWE","GDP","TOT","MLN_USD","A","1999",241759.8412,
"SWE","GDP","TOT","MLN_USD","A","2000",261315.1106,
"SWE","GDP","TOT","MLN_USD","A","2001",264833.1216,
"SWE","GDP","TOT","MLN_USD","A","2002",274453.2361,
"SWE","GDP","TOT","MLN_USD","A","2003",282928.1654,
"SWE","GDP","TOT","MLN_USD","A","2004",302261.1867,
"SWE","GDP","TOT","MLN_USD","A","2005",307269.028,
"SWE","GDP","TOT","MLN_USD","A","2006",339932.1068,
"SWE","GDP","TOT","MLN_USD","A","2007",371346.6734,
"SWE","GDP","TOT","MLN_USD","A","2008",386963.034,
"SWE","GDP","TOT","MLN_USD","A","2009",373394.9955,
"SWE","GDP","TOT","MLN_USD","A","2010",395563.1237,
"SWE","GDP","TOT","MLN_USD","A","2011",420524.709,
"SWE","GDP","TOT","MLN_USD","A","2012",431269.6679,
"SWE","GDP","TOT","MLN_USD","A","2013",442946.6753,
"SWE","GDP","TOT","MLN_USD","A","2014",456159.7775,
"SWE","GDP","TOT","MLN_USD","A","2015",479915.1677,
"SWE","GDP","TOT","MLN_USD","A","2016",490430.7615,
"SWE","GDP","TOT","MLN_USD","A","2017",521780.2291,
"SWE","GDP","TOT","MLN_USD","A","2018",541821.9316,
"SWE","GDP","TOT","USD_CAP","A","1970",4856.065973,"E"
"SWE","GDP","TOT","USD_CAP","A","1971",5115.444898,"E"
"SWE","GDP","TOT","USD_CAP","A","1972",5442.583546,"E"
"SWE","GDP","TOT","USD_CAP","A","1973",5957.623132,"E"
"SWE","GDP","TOT","USD_CAP","A","1974",6681.70571,"E"
"SWE","GDP","TOT","USD_CAP","A","1975",7458.649152,"E"
"SWE","GDP","TOT","USD_CAP","A","1976",7923.374795,"E"
"SWE","GDP","TOT","USD_CAP","A","1977",8252.239914,"E"
"SWE","GDP","TOT","USD_CAP","A","1978",8961.331313,"E"
"SWE","GDP","TOT","USD_CAP","A","1979",10054.39618,"E"
"SWE","GDP","TOT","USD_CAP","A","1980",11127.508755,"E"
"SWE","GDP","TOT","USD_CAP","A","1981",12221.107344,"E"
"SWE","GDP","TOT","USD_CAP","A","1982",13130.292143,"E"
"SWE","GDP","TOT","USD_CAP","A","1983",13897.232662,"E"
"SWE","GDP","TOT","USD_CAP","A","1984",14993.198786,"E"
"SWE","GDP","TOT","USD_CAP","A","1985",15776.901951,"E"
"SWE","GDP","TOT","USD_CAP","A","1986",16488.297964,"E"
"SWE","GDP","TOT","USD_CAP","A","1987",17404.411551,"E"
"SWE","GDP","TOT","USD_CAP","A","1988",18396.196688,"E"
"SWE","GDP","TOT","USD_CAP","A","1989",19493.209066,"E"
"SWE","GDP","TOT","USD_CAP","A","1990",20218.402894,"E"
"SWE","GDP","TOT","USD_CAP","A","1991",20523.52907,"E"
"SWE","GDP","TOT","USD_CAP","A","1992",20625.963047,"E"
"SWE","GDP","TOT","USD_CAP","A","1993",20558.257855,
"SWE","GDP","TOT","USD_CAP","A","1994",21685.304647,
"SWE","GDP","TOT","USD_CAP","A","1995",22905.410089,
"SWE","GDP","TOT","USD_CAP","A","1996",23740.598273,
"SWE","GDP","TOT","USD_CAP","A","1997",24640.102108,
"SWE","GDP","TOT","USD_CAP","A","1998",25706.385783,
"SWE","GDP","TOT","USD_CAP","A","1999",27293.132825,
"SWE","GDP","TOT","USD_CAP","A","2000",29453.580393,
"SWE","GDP","TOT","USD_CAP","A","2001",29769.910251,
"SWE","GDP","TOT","USD_CAP","A","2002",30751.062871,
"SWE","GDP","TOT","USD_CAP","A","2003",31583.148999,
"SWE","GDP","TOT","USD_CAP","A","2004",33608.849355,
"SWE","GDP","TOT","USD_CAP","A","2005",34029.085227,
"SWE","GDP","TOT","USD_CAP","A","2006",37435.395276,
"SWE","GDP","TOT","USD_CAP","A","2007",40592.764986,
"SWE","GDP","TOT","USD_CAP","A","2008",41971.781211,
"SWE","GDP","TOT","USD_CAP","A","2009",40156.476371,
"SWE","GDP","TOT","USD_CAP","A","2010",42179.452526,
"SWE","GDP","TOT","USD_CAP","A","2011",44503.736723,
"SWE","GDP","TOT","USD_CAP","A","2012",45304.291021,
"SWE","GDP","TOT","USD_CAP","A","2013",46138.356247,
"SWE","GDP","TOT","USD_CAP","A","2014",47045.696469,
"SWE","GDP","TOT","USD_CAP","A","2015",48974.93343,
"SWE","GDP","TOT","USD_CAP","A","2016",49423.1401,
"SWE","GDP","TOT","USD_CAP","A","2017",51878.682906,
"SWE","GDP","TOT","USD_CAP","A","2018",53249.195374,
"CHE","GDP","TOT","MLN_USD","A","1970",44745.4749,"E"
"CHE","GDP","TOT","MLN_USD","A","1971",48929.7092,"E"
"CHE","GDP","TOT","MLN_USD","A","1972",52678.5187,"E"
"CHE","GDP","TOT","MLN_USD","A","1973",57259.9288,"E"
"CHE","GDP","TOT","MLN_USD","A","1974",63320.6171,"E"
"CHE","GDP","TOT","MLN_USD","A","1975",64146.8457,"E"
"CHE","GDP","TOT","MLN_USD","A","1976",66727.1273,"E"
"CHE","GDP","TOT","MLN_USD","A","1977",72597.9296,"E"
"CHE","GDP","TOT","MLN_USD","A","1978",78022.2226,"E"
"CHE","GDP","TOT","MLN_USD","A","1979",86600.6223,"E"
"CHE","GDP","TOT","MLN_USD","A","1980",98768.6277,
"CHE","GDP","TOT","MLN_USD","A","1981",109845.5656,
"CHE","GDP","TOT","MLN_USD","A","1982",115104.8661,
"CHE","GDP","TOT","MLN_USD","A","1983",120377.6866,
"CHE","GDP","TOT","MLN_USD","A","1984",128472.7383,
"CHE","GDP","TOT","MLN_USD","A","1985",137404.4417,
"CHE","GDP","TOT","MLN_USD","A","1986",142776.8997,
"CHE","GDP","TOT","MLN_USD","A","1987",148626.7141,
"CHE","GDP","TOT","MLN_USD","A","1988",158912.6454,
"CHE","GDP","TOT","MLN_USD","A","1989",172294.5455,
"CHE","GDP","TOT","MLN_USD","A","1990",185312.2834,
"CHE","GDP","TOT","MLN_USD","A","1991",189824.579,
"CHE","GDP","TOT","MLN_USD","A","1992",194065.5994,
"CHE","GDP","TOT","MLN_USD","A","1993",198413.274,
"CHE","GDP","TOT","MLN_USD","A","1994",205223.3147,
"CHE","GDP","TOT","MLN_USD","A","1995",210534.0439,
"CHE","GDP","TOT","MLN_USD","A","1996",215988.9678,
"CHE","GDP","TOT","MLN_USD","A","1997",225515.9527,
"CHE","GDP","TOT","MLN_USD","A","1998",234051.2301,
"CHE","GDP","TOT","MLN_USD","A","1999",241567.4416,
"CHE","GDP","TOT","MLN_USD","A","2000",256869.7705,
"CHE","GDP","TOT","MLN_USD","A","2001",265899.6581,
"CHE","GDP","TOT","MLN_USD","A","2002",274768.4784,
"CHE","GDP","TOT","MLN_USD","A","2003",276778.5056,
"CHE","GDP","TOT","MLN_USD","A","2004",289451.5578,
"CHE","GDP","TOT","MLN_USD","A","2005",301740.6098,
"CHE","GDP","TOT","MLN_USD","A","2006",337573.4139,
"CHE","GDP","TOT","MLN_USD","A","2007",375640.596,
"CHE","GDP","TOT","MLN_USD","A","2008",402150.9841,
"CHE","GDP","TOT","MLN_USD","A","2009",400890.6902,
"CHE","GDP","TOT","MLN_USD","A","2010",415249.7083,
"CHE","GDP","TOT","MLN_USD","A","2011",444548.7282,
"CHE","GDP","TOT","MLN_USD","A","2012",462615.2239,
"CHE","GDP","TOT","MLN_USD","A","2013",486238.7519,
"CHE","GDP","TOT","MLN_USD","A","2014",506895.0439,
"CHE","GDP","TOT","MLN_USD","A","2015",529567.772,
"CHE","GDP","TOT","MLN_USD","A","2016",538606.0802,
"CHE","GDP","TOT","MLN_USD","A","2017",561166.7729,"P"
"CHE","GDP","TOT","MLN_USD","A","2018",579644.1165,"P"
"CHE","GDP","TOT","USD_CAP","A","1970",7139.85558,"E"
"CHE","GDP","TOT","USD_CAP","A","1971",7713.613285,"E"
"CHE","GDP","TOT","USD_CAP","A","1972",8229.258261,"E"
"CHE","GDP","TOT","USD_CAP","A","1973",8889.716889,"E"
"CHE","GDP","TOT","USD_CAP","A","1974",9801.965254,"E"
"CHE","GDP","TOT","USD_CAP","A","1975",10017.433482,"E"
"CHE","GDP","TOT","USD_CAP","A","1976",10535.896038,"E"
"CHE","GDP","TOT","USD_CAP","A","1977",11493.517464,"E"
"CHE","GDP","TOT","USD_CAP","A","1978",12320.787172,"E"
"CHE","GDP","TOT","USD_CAP","A","1979",13636.089448,"E"
"CHE","GDP","TOT","USD_CAP","A","1980",15468.298433,
"CHE","GDP","TOT","USD_CAP","A","1981",17085.502452,
"CHE","GDP","TOT","USD_CAP","A","1982",17798.15184,
"CHE","GDP","TOT","USD_CAP","A","1983",18571.143298,
"CHE","GDP","TOT","USD_CAP","A","1984",19749.395141,
"CHE","GDP","TOT","USD_CAP","A","1985",21031.331791,
"CHE","GDP","TOT","USD_CAP","A","1986",21721.913566,
"CHE","GDP","TOT","USD_CAP","A","1987",22454.516492,
"CHE","GDP","TOT","USD_CAP","A","1988",23819.499046,
"CHE","GDP","TOT","USD_CAP","A","1989",25627.46827,
"CHE","GDP","TOT","USD_CAP","A","1990",27266.7269,
"CHE","GDP","TOT","USD_CAP","A","1991",27590.428929,
"CHE","GDP","TOT","USD_CAP","A","1992",27950.877723,
"CHE","GDP","TOT","USD_CAP","A","1993",28389.942105,
"CHE","GDP","TOT","USD_CAP","A","1994",29164.079999,
"CHE","GDP","TOT","USD_CAP","A","1995",29671.617751,
"CHE","GDP","TOT","USD_CAP","A","1996",30290.565562,
"CHE","GDP","TOT","USD_CAP","A","1997",31538.908425,
"CHE","GDP","TOT","USD_CAP","A","1998",32639.893921,
"CHE","GDP","TOT","USD_CAP","A","1999",33505.301143,
"CHE","GDP","TOT","USD_CAP","A","2000",35434.191386,
"CHE","GDP","TOT","USD_CAP","A","2001",36522.410708,
"CHE","GDP","TOT","USD_CAP","A","2002",37466.381843,
"CHE","GDP","TOT","USD_CAP","A","2003",37463.290006,
"CHE","GDP","TOT","USD_CAP","A","2004",38913.147698,
"CHE","GDP","TOT","USD_CAP","A","2005",40326.87635,
"CHE","GDP","TOT","USD_CAP","A","2006",44859.416758,
"CHE","GDP","TOT","USD_CAP","A","2007",49500.237498,
"CHE","GDP","TOT","USD_CAP","A","2008",52362.64918,
"CHE","GDP","TOT","USD_CAP","A","2009",51564.567592,
"CHE","GDP","TOT","USD_CAP","A","2010",52859.848141,
"CHE","GDP","TOT","USD_CAP","A","2011",56183.817871,
"CHE","GDP","TOT","USD_CAP","A","2012",57849.601723,
"CHE","GDP","TOT","USD_CAP","A","2013",60108.540531,
"CHE","GDP","TOT","USD_CAP","A","2014",61902.16174,
"CHE","GDP","TOT","USD_CAP","A","2015",63938.958241,
"CHE","GDP","TOT","USD_CAP","A","2016",64323.9387,
"CHE","GDP","TOT","USD_CAP","A","2017",66395.811195,"P"
"CHE","GDP","TOT","USD_CAP","A","2018",68078.668862,"P"
"TUR","GDP","TOT","MLN_USD","A","1970",62719.5964,"E"
"TUR","GDP","TOT","MLN_USD","A","1971",69568.1422,"E"
"TUR","GDP","TOT","MLN_USD","A","1972",77964.8321,"E"
"TUR","GDP","TOT","MLN_USD","A","1973",84919.6511,"E"
"TUR","GDP","TOT","MLN_USD","A","1974",97739.3699,"E"
"TUR","GDP","TOT","MLN_USD","A","1975",114452.9559,"E"
"TUR","GDP","TOT","MLN_USD","A","1976",133385.966,"E"
"TUR","GDP","TOT","MLN_USD","A","1977",146498.0803,"E"
"TUR","GDP","TOT","MLN_USD","A","1978",159161.5081,"E"
"TUR","GDP","TOT","MLN_USD","A","1979",171289.5419,"E"
"TUR","GDP","TOT","MLN_USD","A","1980",182194.4443,"E"
"TUR","GDP","TOT","MLN_USD","A","1981",209116.8445,"E"
"TUR","GDP","TOT","MLN_USD","A","1982",229947.0342,"E"
"TUR","GDP","TOT","MLN_USD","A","1983",250827.5763,"E"
"TUR","GDP","TOT","MLN_USD","A","1984",277319.6466,"E"
"TUR","GDP","TOT","MLN_USD","A","1985",298222.8506,"E"
"TUR","GDP","TOT","MLN_USD","A","1986",325571.8952,"E"
"TUR","GDP","TOT","MLN_USD","A","1987",365263.6386,"E"
"TUR","GDP","TOT","MLN_USD","A","1988",386166.2104,"E"
"TUR","GDP","TOT","MLN_USD","A","1989",402315.1506,"E"
"TUR","GDP","TOT","MLN_USD","A","1990",456004.2785,"E"
"TUR","GDP","TOT","MLN_USD","A","1991",475793.1724,"E"
"TUR","GDP","TOT","MLN_USD","A","1992",515757.6001,"E"
"TUR","GDP","TOT","MLN_USD","A","1993",570437.4474,"E"
"TUR","GDP","TOT","MLN_USD","A","1994",550832.7008,"E"
"TUR","GDP","TOT","MLN_USD","A","1995",602824.9182,"E"
"TUR","GDP","TOT","MLN_USD","A","1996",655871.7829,"E"
"TUR","GDP","TOT","MLN_USD","A","1997",716895.4681,"E"
"TUR","GDP","TOT","MLN_USD","A","1998",557853.4828,
"TUR","GDP","TOT","MLN_USD","A","1999",545463.7514,
"TUR","GDP","TOT","MLN_USD","A","2000",606079.7328,
"TUR","GDP","TOT","MLN_USD","A","2001",591540.1997,
"TUR","GDP","TOT","MLN_USD","A","2002",607794.166,
"TUR","GDP","TOT","MLN_USD","A","2003",634714.5664,
"TUR","GDP","TOT","MLN_USD","A","2004",727742.612,
"TUR","GDP","TOT","MLN_USD","A","2005",807226.7577,
"TUR","GDP","TOT","MLN_USD","A","2006",936568.8114,
"TUR","GDP","TOT","MLN_USD","A","2007",1033243.9338,
"TUR","GDP","TOT","MLN_USD","A","2008",1130487.0657,
"TUR","GDP","TOT","MLN_USD","A","2009",1104759.4274,
"TUR","GDP","TOT","MLN_USD","A","2010",1260360.1461,
"TUR","GDP","TOT","MLN_USD","A","2011",1443295.5691,
"TUR","GDP","TOT","MLN_USD","A","2012",1539111.2275,
"TUR","GDP","TOT","MLN_USD","A","2013",1690856.0865,
"TUR","GDP","TOT","MLN_USD","A","2014",1851026.0012,
"TUR","GDP","TOT","MLN_USD","A","2015",2012361.7805,
"TUR","GDP","TOT","MLN_USD","A","2016",2087370.1871,
"TUR","GDP","TOT","MLN_USD","A","2017",2264001.2434,
"TUR","GDP","TOT","MLN_USD","A","2018",2310621.4497,
"TUR","GDP","TOT","USD_CAP","A","1970",1775.702738,"E"
"TUR","GDP","TOT","USD_CAP","A","1971",1920.975899,"E"
"TUR","GDP","TOT","USD_CAP","A","1972",2099.666922,"E"
"TUR","GDP","TOT","USD_CAP","A","1973",2230.501446,"E"
"TUR","GDP","TOT","USD_CAP","A","1974",2503.826465,"E"
"TUR","GDP","TOT","USD_CAP","A","1975",2855.755174,"E"
"TUR","GDP","TOT","USD_CAP","A","1976",3260.074936,"E"
"TUR","GDP","TOT","USD_CAP","A","1977",3507.423873,"E"
"TUR","GDP","TOT","USD_CAP","A","1978",3732.680772,"E"
"TUR","GDP","TOT","USD_CAP","A","1979",3934.976842,"E"
"TUR","GDP","TOT","USD_CAP","A","1980",4099.969493,"E"
"TUR","GDP","TOT","USD_CAP","A","1981",4591.937736,"E"
"TUR","GDP","TOT","USD_CAP","A","1982",4925.184934,"E"
"TUR","GDP","TOT","USD_CAP","A","1983",5240.42237,"E"
"TUR","GDP","TOT","USD_CAP","A","1984",5651.511037,"E"
"TUR","GDP","TOT","USD_CAP","A","1985",5928.176571,"E"
"TUR","GDP","TOT","USD_CAP","A","1986",6324.240389,"E"
"TUR","GDP","TOT","USD_CAP","A","1987",6974.673259,"E"
"TUR","GDP","TOT","USD_CAP","A","1988",7249.497079,"E"
"TUR","GDP","TOT","USD_CAP","A","1989",7423.884533,"E"
"TUR","GDP","TOT","USD_CAP","A","1990",8272.936838,"E"
"TUR","GDP","TOT","USD_CAP","A","1991",8487.97025,"E"
"TUR","GDP","TOT","USD_CAP","A","1992",9050.601905,"E"
"TUR","GDP","TOT","USD_CAP","A","1993",9849.903259,"E"
"TUR","GDP","TOT","USD_CAP","A","1994",9362.012013,"E"
"TUR","GDP","TOT","USD_CAP","A","1995",10088.106937,"E"
"TUR","GDP","TOT","USD_CAP","A","1996",10810.30118,"E"
"TUR","GDP","TOT","USD_CAP","A","1997",11641.315126,"E"
"TUR","GDP","TOT","USD_CAP","A","1998",8930.799866,
"TUR","GDP","TOT","USD_CAP","A","1999",8608.417262,
"TUR","GDP","TOT","USD_CAP","A","2000",9430.358847,
"TUR","GDP","TOT","USD_CAP","A","2001",9077.436082,
"TUR","GDP","TOT","USD_CAP","A","2002",9208.583944,
"TUR","GDP","TOT","USD_CAP","A","2003",9502.426325,
"TUR","GDP","TOT","USD_CAP","A","2004",10765.582509,
"TUR","GDP","TOT","USD_CAP","A","2005",11795.525063,
"TUR","GDP","TOT","USD_CAP","A","2006",13515.67662,
"TUR","GDP","TOT","USD_CAP","A","2007",14727.385811,
"TUR","GDP","TOT","USD_CAP","A","2008",15910.700132,
"TUR","GDP","TOT","USD_CAP","A","2009",15335.574166,
"TUR","GDP","TOT","USD_CAP","A","2010",17231.688307,
"TUR","GDP","TOT","USD_CAP","A","2011",19445.133234,
"TUR","GDP","TOT","USD_CAP","A","2012",20473.438697,
"TUR","GDP","TOT","USD_CAP","A","2013",22204.865347,
"TUR","GDP","TOT","USD_CAP","A","2014",23982.612542,
"TUR","GDP","TOT","USD_CAP","A","2015",25727.604649,
"TUR","GDP","TOT","USD_CAP","A","2016",26329.753362,
"TUR","GDP","TOT","USD_CAP","A","2017",28189.723251,
"TUR","GDP","TOT","USD_CAP","A","2018",28383.572048,
"GBR","GDP","TOT","MLN_USD","A","1960",114500.8344,
"GBR","GDP","TOT","MLN_USD","A","1961",118722.123,
"GBR","GDP","TOT","MLN_USD","A","1962",122368.0186,
"GBR","GDP","TOT","MLN_USD","A","1963",129722.616,
"GBR","GDP","TOT","MLN_USD","A","1964",138405.5097,
"GBR","GDP","TOT","MLN_USD","A","1965",146426.6392,
"GBR","GDP","TOT","MLN_USD","A","1966",154889.2733,
"GBR","GDP","TOT","MLN_USD","A","1967",163586.7474,
"GBR","GDP","TOT","MLN_USD","A","1968",180450.3767,
"GBR","GDP","TOT","MLN_USD","A","1969",194511.3067,
"GBR","GDP","TOT","MLN_USD","A","1970",197804.2058,
"GBR","GDP","TOT","MLN_USD","A","1971",215072.8153,
"GBR","GDP","TOT","MLN_USD","A","1972",234022.1758,
"GBR","GDP","TOT","MLN_USD","A","1973",262912.8569,
"GBR","GDP","TOT","MLN_USD","A","1974",279512.134,
"GBR","GDP","TOT","MLN_USD","A","1975",300885.1951,
"GBR","GDP","TOT","MLN_USD","A","1976",326681.88,
"GBR","GDP","TOT","MLN_USD","A","1977",355456.8452,
"GBR","GDP","TOT","MLN_USD","A","1978",396445.4041,
"GBR","GDP","TOT","MLN_USD","A","1979",445400.3057,
"GBR","GDP","TOT","MLN_USD","A","1980",475785.9604,
"GBR","GDP","TOT","MLN_USD","A","1981",516790.3233,
"GBR","GDP","TOT","MLN_USD","A","1982",559751.0876,
"GBR","GDP","TOT","MLN_USD","A","1983",606233.1195,
"GBR","GDP","TOT","MLN_USD","A","1984",642401.4346,
"GBR","GDP","TOT","MLN_USD","A","1985",690520.1657,
"GBR","GDP","TOT","MLN_USD","A","1986",726434.773,
"GBR","GDP","TOT","MLN_USD","A","1987",783897.6238,
"GBR","GDP","TOT","MLN_USD","A","1988",858193.9289,
"GBR","GDP","TOT","MLN_USD","A","1989",914752.9743,
"GBR","GDP","TOT","MLN_USD","A","1990",955939.9907,
"GBR","GDP","TOT","MLN_USD","A","1991",977529.5913,
"GBR","GDP","TOT","MLN_USD","A","1992",1003545.6363,
"GBR","GDP","TOT","MLN_USD","A","1993",1053282.1115,
"GBR","GDP","TOT","MLN_USD","A","1994",1117514.1057,
